,flag,program,value
1109,--all-warnings,String-Processing-Functions-strlen-Prog,0.9756772825430152
1110,-fipa-icf,String-Processing-Functions-strlen-Prog,0.0
1111,-ftime-report-details,String-Processing-Functions-strlen-Prog,0.0
1112,-fvtv-counts,String-Processing-Functions-strlen-Prog,0.0
1113,-ftree-loop-optimize,String-Processing-Functions-strlen-Prog,0.8549425762166665
1114,-ftree-lrs,String-Processing-Functions-strlen-Prog,0.8508222589836791
1115,-fgnat-encodings=gdb,String-Processing-Functions-strlen-Prog,0.0
1116,-Ofast,String-Processing-Functions-strlen-Prog,0.8633164784679392
1117,-mlarge-data-threshold=1,String-Processing-Functions-strlen-Prog,1.0106015427442858
1118,-ggdb,String-Processing-Functions-strlen-Prog,0.998738039566854
1119,-ftree-slp-vectorize,String-Processing-Functions-strlen-Prog,0.99662919117136
1120,-freg-struct-return,String-Processing-Functions-strlen-Prog,0.9915851690868978
1121,-Os,String-Processing-Functions-strlen-Prog,0.9856086851928524
1122,--preprocess,String-Processing-Functions-strlen-Prog,0.0
1123,-fconstexpr-loop-limit=2,String-Processing-Functions-strlen-Prog,0.0
1124,-fsingle-precision-constant,String-Processing-Functions-strlen-Prog,0.8764202726457816
1125,-muclibc,String-Processing-Functions-strlen-Prog,0.0
1126,-fuse-linker-plugin,String-Processing-Functions-strlen-Prog,0.9898454673574958
1127,-fcse-follow-jumps,String-Processing-Functions-strlen-Prog,0.9803951571879131
1128,-fpack-struct=0,String-Processing-Functions-strlen-Prog,0.0
1129,--profile,String-Processing-Functions-strlen-Prog,1.009257730904935
1130,-fsched-stalled-insns-dep,String-Processing-Functions-strlen-Prog,0.988113480576328
1131,-fPIE,String-Processing-Functions-strlen-Prog,0.853928585607096
1132,-fvect-cost-model=unlimited,String-Processing-Functions-strlen-Prog,0.0
1133,-finline-functions-called-once,String-Processing-Functions-strlen-Prog,0.8728504606867367
1134,-mno-red-zone,String-Processing-Functions-strlen-Prog,1.008133442694297
1135,-version,String-Processing-Functions-strlen-Prog,0.0
1136,-fbounds-check=safeonly,String-Processing-Functions-strlen-Prog,0.0
1137,-gnatO,String-Processing-Functions-strlen-Prog,0.0
1138,-minline-all-stringops,String-Processing-Functions-strlen-Prog,0.99810742595014
1139,-fargument-noalias-global,String-Processing-Functions-strlen-Prog,1.0078719469848467
1140,--include-prefix,String-Processing-Functions-strlen-Prog,0.0
1141,-fcombine-stack-adjustments,String-Processing-Functions-strlen-Prog,0.9933490185988324
1142,-floop-parallelize-all,String-Processing-Functions-strlen-Prog,1.0025660553245856
1143,-fdiagnostics-generate-patch,String-Processing-Functions-strlen-Prog,0.0
1144,-fira-verbose=0,String-Processing-Functions-strlen-Prog,0.985271695742648
1145,-fgcse-sm,String-Processing-Functions-strlen-Prog,0.8776629618241407
1146,-mclzero,String-Processing-Functions-strlen-Prog,0.0
1147,-mfma4,String-Processing-Functions-strlen-Prog,1.0077766613148955
1148,-fweb,String-Processing-Functions-strlen-Prog,1.0100126027484555
1149,-floop-flatten,String-Processing-Functions-strlen-Prog,0.8626209385764517
1150,-MT,String-Processing-Functions-strlen-Prog,0.0
1151,-flive-patching,String-Processing-Functions-strlen-Prog,0.0
1152,-fvect-cost-model,String-Processing-Functions-strlen-Prog,0.961904358818536
1153,-fverbose-asm,String-Processing-Functions-strlen-Prog,0.8906360101357021
1154,-ftree-ter,String-Processing-Functions-strlen-Prog,1.0038025792204004
1155,-aux-info,String-Processing-Functions-strlen-Prog,0.0
1156,-fasan-shadow-offset=3,String-Processing-Functions-strlen-Prog,0.0
1157,-fcompare-elim,String-Processing-Functions-strlen-Prog,1.0012177149682522
1158,-fstrict-overflow,String-Processing-Functions-strlen-Prog,0.998357258893346
1159,--write-user-dependencies,String-Processing-Functions-strlen-Prog,0.9894153557018754
1160,-fwhole-program,String-Processing-Functions-strlen-Prog,1.0234802498759457
1161,-mavx512ifma,String-Processing-Functions-strlen-Prog,0.0
1162,-m32,String-Processing-Functions-strlen-Prog,0.0
1163,--version,String-Processing-Functions-strlen-Prog,0.0
1164,-fcoarray=none,String-Processing-Functions-strlen-Prog,0.9923947637482914
1165,-finit-logical=true,String-Processing-Functions-strlen-Prog,0.9080394956450156
1166,-fdebug=level,String-Processing-Functions-strlen-Prog,0.0
1167,-MD,String-Processing-Functions-strlen-Prog,1.0099211456311494
1168,-fbranch-count-reg,String-Processing-Functions-strlen-Prog,0.9644189088999164
1169,-fbuilding-libgcc,String-Processing-Functions-strlen-Prog,0.901726514115374
1170,-fmax-errors=0,String-Processing-Functions-strlen-Prog,0.930621623271219
1171,-I,String-Processing-Functions-strlen-Prog,0.0
1172,-include,String-Processing-Functions-strlen-Prog,0.0
1173,-ftrampolines,String-Processing-Functions-strlen-Prog,0.0
1174,-mclwb,String-Processing-Functions-strlen-Prog,0.0
1175,-mxsave,String-Processing-Functions-strlen-Prog,0.975159910655664
1176,-fstrict-aliasing,String-Processing-Functions-strlen-Prog,0.9907442973339988
1177,-flto-report,String-Processing-Functions-strlen-Prog,1.005197319558378
1178,-foptimize-strlen,String-Processing-Functions-strlen-Prog,0.978387616091024
1179,-fdiagnostics-show-location=once,String-Processing-Functions-strlen-Prog,0.9047357233526366
1180,-msse3,String-Processing-Functions-strlen-Prog,0.9637830632372166
1181,-mprefetchwt1,String-Processing-Functions-strlen-Prog,0.0
1182,-o,String-Processing-Functions-strlen-Prog,0.0
1183,-ftree-loop-vectorize,String-Processing-Functions-strlen-Prog,0.0
1184,-ftemplate-depth=1,String-Processing-Functions-strlen-Prog,1.0988355174033817
1185,-fsel-sched-reschedule-pipelined,String-Processing-Functions-strlen-Prog,1.0162270607371608
1186,-fconstexpr-depth=1,String-Processing-Functions-strlen-Prog,0.9647719181335356
1187,-mf16c,String-Processing-Functions-strlen-Prog,1.0152737191055083
1188,-freorder-functions,String-Processing-Functions-strlen-Prog,1.0066245421444395
1189,-fipa-pta,String-Processing-Functions-strlen-Prog,1.0137834855713996
1190,-fno-threadsafe-statics,String-Processing-Functions-strlen-Prog,1.017091151966103
1191,-fversion-loops-for-strides,String-Processing-Functions-strlen-Prog,0.0
1192,-mavx512er,String-Processing-Functions-strlen-Prog,0.0
1193,-fstack-limit,String-Processing-Functions-strlen-Prog,0.0
1194,-fgnu-unique,String-Processing-Functions-strlen-Prog,0.984922050928144
1195,-fcheck-new,String-Processing-Functions-strlen-Prog,0.8862168745967269
1196,-mmmx,String-Processing-Functions-strlen-Prog,0.8795734367709245
1197,-msse4.2,String-Processing-Functions-strlen-Prog,1.0715872424201716
1198,-fsched-last-insn-heuristic,String-Processing-Functions-strlen-Prog,0.8874129835953495
1199,-Og,String-Processing-Functions-strlen-Prog,0.8745310751855188
1200,-dumpbase,String-Processing-Functions-strlen-Prog,0.0
1201,-ftree-loop-if-convert-stores,String-Processing-Functions-strlen-Prog,0.9140778728800248
1202,--imacros,String-Processing-Functions-strlen-Prog,0.0
1203,-funsafe-math-optimizations,String-Processing-Functions-strlen-Prog,0.989676305127832
1204,-ftree-coalesce-vars,String-Processing-Functions-strlen-Prog,0.993568609336528
1205,-mpc80,String-Processing-Functions-strlen-Prog,1.0132010591801783
1206,-fname-mangling-version-,String-Processing-Functions-strlen-Prog,0.8653134821572888
1207,-fsanitize-recover,String-Processing-Functions-strlen-Prog,0.0
1208,-fshrink-wrap,String-Processing-Functions-strlen-Prog,0.9831767401352814
1209,-mmovbe,String-Processing-Functions-strlen-Prog,0.8525547879226276
1210,-mno-default,String-Processing-Functions-strlen-Prog,0.0
1211,-fbuiltin-printf,String-Processing-Functions-strlen-Prog,0.0
1212,-fprefetch-loop-arrays,String-Processing-Functions-strlen-Prog,0.890119358690897
1213,-msse2,String-Processing-Functions-strlen-Prog,0.951757040567512
1214,-fvisibility=package,String-Processing-Functions-strlen-Prog,0.0
1215,-mbmi,String-Processing-Functions-strlen-Prog,1.0072179586020975
1216,-iprefix,String-Processing-Functions-strlen-Prog,0.0
1217,--include-with-prefix-after,String-Processing-Functions-strlen-Prog,0.0
1218,-ftree-loop-distribution,String-Processing-Functions-strlen-Prog,0.9844994250116264
1219,-mmusl,String-Processing-Functions-strlen-Prog,0.0
1220,-fipa-cp,String-Processing-Functions-strlen-Prog,0.9885010873579252
1221,-fsched2-use-superblocks,String-Processing-Functions-strlen-Prog,0.8980243342379148
1222,-mwaitpkg,String-Processing-Functions-strlen-Prog,0.0
1223,-fcompare-debug-second,String-Processing-Functions-strlen-Prog,1.0912657105143238
1224,-fshort-wchar,String-Processing-Functions-strlen-Prog,0.9588011105662996
1225,-gvariable-location-views=incompat5,String-Processing-Functions-strlen-Prog,0.0
1226,-fasynchronous-unwind-tables,String-Processing-Functions-strlen-Prog,0.9898771917137278
1227,--verbose,String-Processing-Functions-strlen-Prog,1.0070503843726095
1228,-fdiagnostics-show-caret,String-Processing-Functions-strlen-Prog,0.9812673060520573
1229,-fbranch-target-load-optimize2,String-Processing-Functions-strlen-Prog,1.0044739166075287
1230,-ffast-math,String-Processing-Functions-strlen-Prog,0.8632570819606102
1231,-ftrack-macro-expansion,String-Processing-Functions-strlen-Prog,0.9920898873443138
1232,-imacros,String-Processing-Functions-strlen-Prog,0.0
1233,--debug,String-Processing-Functions-strlen-Prog,0.8691571858523424
1234,-fargument-alias,String-Processing-Functions-strlen-Prog,0.9683777752051658
1235,-mavx5124vnniw,String-Processing-Functions-strlen-Prog,0.0
1236,-gstrict-dwarf,String-Processing-Functions-strlen-Prog,0.8743876031792005
1237,-fdelete-null-pointer-checks,String-Processing-Functions-strlen-Prog,0.9748647412784932
1238,-fdump-passes,String-Processing-Functions-strlen-Prog,0.915783287425236
1239,-mrecord-mcount,String-Processing-Functions-strlen-Prog,0.0
1240,-fconstexpr-ops-limit=1,String-Processing-Functions-strlen-Prog,0.0
1241,-fpic,String-Processing-Functions-strlen-Prog,0.9729882114221736
1242,-fdiagnostics-show-line-numbers,String-Processing-Functions-strlen-Prog,0.0
1243,-m96bit-long-double,String-Processing-Functions-strlen-Prog,0.8876457900240455
1244,-ggnu-pubnames,String-Processing-Functions-strlen-Prog,0.0
1245,-fconstexpr-ops-limit=2,String-Processing-Functions-strlen-Prog,0.0
1246,-fif-conversion,String-Processing-Functions-strlen-Prog,1.0008633160476244
1247,-fstack-clash-protection,String-Processing-Functions-strlen-Prog,0.9984383573906974
1248,-fforward-propagate,String-Processing-Functions-strlen-Prog,0.9265954901723974
1249,-feliminate-unused-debug-types,String-Processing-Functions-strlen-Prog,0.9823789049247068
1250,-fpack-struct=2,String-Processing-Functions-strlen-Prog,1.0082887172326966
1251,-mvaes,String-Processing-Functions-strlen-Prog,0.0
1252,-g,String-Processing-Functions-strlen-Prog,0.9173176027275723
1253,-falign-labels,String-Processing-Functions-strlen-Prog,1.0004767584412824
1254,-fgcse,String-Processing-Functions-strlen-Prog,0.8649704827812034
1255,-isysroot,String-Processing-Functions-strlen-Prog,0.0
1256,-auxbase-strip,String-Processing-Functions-strlen-Prog,0.0
1257,-fprintf-return-value,String-Processing-Functions-strlen-Prog,0.0
1258,-fsplit-wide-types,String-Processing-Functions-strlen-Prog,0.8491919359978342
1259,-fcf-protection=none,String-Processing-Functions-strlen-Prog,0.0
1260,-fsel-sched-pipelining,String-Processing-Functions-strlen-Prog,0.9864489368062008
1261,-fshrink-wrap-separate,String-Processing-Functions-strlen-Prog,0.0
1262,-ffp-contract=on,String-Processing-Functions-strlen-Prog,0.9745807897536722
1263,-mmitigate-rop,String-Processing-Functions-strlen-Prog,0.0
1264,-fmessage-length=1,String-Processing-Functions-strlen-Prog,0.9055498796021269
1265,-fomit-frame-pointer,String-Processing-Functions-strlen-Prog,0.980040990375642
1266,-mmovdiri,String-Processing-Functions-strlen-Prog,0.0
1267,-mabm,String-Processing-Functions-strlen-Prog,0.9720616741367928
1268,-finline-limit=2,String-Processing-Functions-strlen-Prog,0.8662762014213816
1269,--optimize,String-Processing-Functions-strlen-Prog,0.9364945343720358
1270,-fnon-call-exceptions,String-Processing-Functions-strlen-Prog,0.9276244706469446
1271,-gdescribe-dies,String-Processing-Functions-strlen-Prog,0.0
1272,-fgraphite-identity,String-Processing-Functions-strlen-Prog,0.8650214183892939
1273,-fira-share-spill-slots,String-Processing-Functions-strlen-Prog,0.9744507005792316
1274,-frerun-cse-after-loop,String-Processing-Functions-strlen-Prog,0.993681720050454
1275,-fpermitted-flt-eval-methods=c11,String-Processing-Functions-strlen-Prog,0.0
1276,-fasan-shadow-offset=2,String-Processing-Functions-strlen-Prog,0.0
1277,-mtbm,String-Processing-Functions-strlen-Prog,0.9935464819913524
1278,-fvtv-debug,String-Processing-Functions-strlen-Prog,0.0
1279,-fsched-stalled-insns,String-Processing-Functions-strlen-Prog,0.9754663181175106
1280,-finit-real=inf,String-Processing-Functions-strlen-Prog,0.8860434717685075
1281,-funswitch-loops,String-Processing-Functions-strlen-Prog,0.8671436706268216
1282,-fstack-protector-explicit,String-Processing-Functions-strlen-Prog,0.0
1283,-feliminate-unused-debug-symbols,String-Processing-Functions-strlen-Prog,0.8700115853429521
1284,-fdse,String-Processing-Functions-strlen-Prog,0.9662966055941552
1285,-faggressive-loop-optimizations,String-Processing-Functions-strlen-Prog,1.0165014886276944
1286,-O0,String-Processing-Functions-strlen-Prog,0.9579044304763844
1287,-mavx5124fmaps,String-Processing-Functions-strlen-Prog,0.0
1288,-fuse-ld=lld,String-Processing-Functions-strlen-Prog,0.0
1289,-freorder-blocks-algorithm=simple,String-Processing-Functions-strlen-Prog,0.0
1290,-fprofile-arcs,String-Processing-Functions-strlen-Prog,1.0194256020514816
1291,-fsched-stalled-insns=0,String-Processing-Functions-strlen-Prog,0.9758124425325766
1292,-falign-loops,String-Processing-Functions-strlen-Prog,0.9906041548961604
1293,-O3,String-Processing-Functions-strlen-Prog,0.86126154211361
1294,-fsched-spec-load,String-Processing-Functions-strlen-Prog,0.9749310204441723
1295,-gz,String-Processing-Functions-strlen-Prog,0.0
1296,-fpack-struct,String-Processing-Functions-strlen-Prog,0.8813626043315281
1297,-fira-region=one,String-Processing-Functions-strlen-Prog,0.8509731307264021
1298,-ftls-model=global-dynamic,String-Processing-Functions-strlen-Prog,0.9943666715647344
1299,-mavx256-split-unaligned-load,String-Processing-Functions-strlen-Prog,0.9956949640668372
1300,-ftree-tail-merge,String-Processing-Functions-strlen-Prog,0.8709300038754981
1301,-fsched-spec,String-Processing-Functions-strlen-Prog,1.013617131566635
1302,-ftrapv,String-Processing-Functions-strlen-Prog,0.9301882712712558
1303,-fbranch-target-load-optimize,String-Processing-Functions-strlen-Prog,0.989374721759972
1304,--output,String-Processing-Functions-strlen-Prog,0.0
1305,-mavx512dq,String-Processing-Functions-strlen-Prog,0.0
1306,-mfxsr,String-Processing-Functions-strlen-Prog,1.0099211456311494
1307,-freport-bug,String-Processing-Functions-strlen-Prog,0.0
1308,-mlarge-data-threshold=3,String-Processing-Functions-strlen-Prog,1.0080153310571065
1309,-fsched-group-heuristic,String-Processing-Functions-strlen-Prog,1.0049918443458998
1310,-fprofile-update=atomic,String-Processing-Functions-strlen-Prog,0.0
1311,-gant,String-Processing-Functions-strlen-Prog,0.0
1312,-fipa-ra,String-Processing-Functions-strlen-Prog,0.0
1313,--extra-warnings,String-Processing-Functions-strlen-Prog,1.0356548063786413
1314,-floop-unroll-and-jam,String-Processing-Functions-strlen-Prog,0.0
1315,-funwind-tables,String-Processing-Functions-strlen-Prog,1.0030168663061083
1316,-finline-functions,String-Processing-Functions-strlen-Prog,0.9344740616958404
1317,-fsso-struct=little-endian,String-Processing-Functions-strlen-Prog,0.0
1318,-fira-region=mixed,String-Processing-Functions-strlen-Prog,0.984018475599644
1319,-fsimd-cost-model=unlimited,String-Processing-Functions-strlen-Prog,0.0
1320,-msha,String-Processing-Functions-strlen-Prog,0.0
1321,-fcoarray=single,String-Processing-Functions-strlen-Prog,0.9769822299473524
1322,-fshort-enums,String-Processing-Functions-strlen-Prog,1.006092325373942
1323,-mgfni,String-Processing-Functions-strlen-Prog,0.0
1324,-ftree-ccp,String-Processing-Functions-strlen-Prog,0.9884175396934156
1325,-fhoist-adjacent-loads,String-Processing-Functions-strlen-Prog,1.0128355726565723
1326,-mrdrnd,String-Processing-Functions-strlen-Prog,0.9509477993891072
1327,-grecord-gcc-switches,String-Processing-Functions-strlen-Prog,0.9906766655097484
1328,-mno-push-args,String-Processing-Functions-strlen-Prog,1.039409147547434
1329,-mcet-switch,String-Processing-Functions-strlen-Prog,0.0
1330,-mhard-float,String-Processing-Functions-strlen-Prog,0.8732003723217625
1331,-fcheck-data-deps,String-Processing-Functions-strlen-Prog,0.8593567405830457
1332,-mcld,String-Processing-Functions-strlen-Prog,0.9782430026767848
1333,-ftemplate-depth-,String-Processing-Functions-strlen-Prog,0.0
1334,-ftree-scev-cprop,String-Processing-Functions-strlen-Prog,0.9624131398607042
1335,-floop-strip-mine,String-Processing-Functions-strlen-Prog,0.8819976378292924
1336,-fauto-profile,String-Processing-Functions-strlen-Prog,0.0
1337,-std=c++1y,String-Processing-Functions-strlen-Prog,0.9735992777244764
1338,-mindirect-branch-register,String-Processing-Functions-strlen-Prog,0.8849368588634522
1339,-findirect-inlining,String-Processing-Functions-strlen-Prog,0.984771474003916
1340,-finline-limit=0,String-Processing-Functions-strlen-Prog,0.9765671807569232
1341,-fversion=level,String-Processing-Functions-strlen-Prog,0.0
1342,-fipa-profile,String-Processing-Functions-strlen-Prog,0.9367785788167954
1343,-ftree-loop-if-convert,String-Processing-Functions-strlen-Prog,0.9932941360798896
1344,-maccumulate-outgoing-args,String-Processing-Functions-strlen-Prog,1.0127870313537874
1345,-fmodulo-sched,String-Processing-Functions-strlen-Prog,1.001487425888527
1346,-mpclmul,String-Processing-Functions-strlen-Prog,1.0054053963818232
1347,-gas-locview-support,String-Processing-Functions-strlen-Prog,0.0
1348,-mxsaves,String-Processing-Functions-strlen-Prog,0.0
1349,-fauto-inc-dec,String-Processing-Functions-strlen-Prog,0.993290040612695
1350,-femit-class-debug-always,String-Processing-Functions-strlen-Prog,0.8453177052155403
1351,-fipa-cp-alignment,String-Processing-Functions-strlen-Prog,0.0
1352,-mpopcnt,String-Processing-Functions-strlen-Prog,0.9853780885658844
1353,-std=c++1z,String-Processing-Functions-strlen-Prog,0.0
1354,-feliminate-dwarf2-dups,String-Processing-Functions-strlen-Prog,0.9880575540748604
1355,-fdevirtualize,String-Processing-Functions-strlen-Prog,0.8528155477281979
1356,-flifetime-dse,String-Processing-Functions-strlen-Prog,0.0
1357,-malign-double,String-Processing-Functions-strlen-Prog,0.866758676667837
1358,-fipa-reference-addressable,String-Processing-Functions-strlen-Prog,0.0
1359,-fdiagnostics-color,String-Processing-Functions-strlen-Prog,0.9957262413739514
1360,-fvisibility=default,String-Processing-Functions-strlen-Prog,0.9951750610139972
1361,-miamcu,String-Processing-Functions-strlen-Prog,0.0
1362,-fcf-protection=full,String-Processing-Functions-strlen-Prog,0.0
1363,-fdce,String-Processing-Functions-strlen-Prog,0.9806553616016946
1364,-idirafter,String-Processing-Functions-strlen-Prog,0.0
1365,-E,String-Processing-Functions-strlen-Prog,0.0
1366,--param,String-Processing-Functions-strlen-Prog,0.0
1367,-ftree-copy-prop,String-Processing-Functions-strlen-Prog,0.970714284563027
1368,-fstore-merging,String-Processing-Functions-strlen-Prog,0.0
1369,-mmovdir64b,String-Processing-Functions-strlen-Prog,0.0
1370,-ftime-report,String-Processing-Functions-strlen-Prog,1.0046917499434904
1371,-fcf-protection=return,String-Processing-Functions-strlen-Prog,0.0
1372,-fconstexpr-depth=2,String-Processing-Functions-strlen-Prog,0.9995693149784616
1373,-fprofile-correction,String-Processing-Functions-strlen-Prog,0.866068167372729
1374,-fconstexpr-loop-limit=1,String-Processing-Functions-strlen-Prog,0.0
1375,-fdump-unnumbered,String-Processing-Functions-strlen-Prog,0.9028911092954748
1376,-freschedule-modulo-scheduled-loops,String-Processing-Functions-strlen-Prog,0.8834375896152968
1377,-fsched-dep-count-heuristic,String-Processing-Functions-strlen-Prog,0.9353869522101848
1378,-mvect8-ret-in-mem,String-Processing-Functions-strlen-Prog,0.9934104614491376
1379,-fbounds-check=off,String-Processing-Functions-strlen-Prog,0.0
1380,-ftemplate-depth=2,String-Processing-Functions-strlen-Prog,0.93063672240782
1381,-fprofile-abs-path,String-Processing-Functions-strlen-Prog,0.0
1382,-foptimize-register-move,String-Processing-Functions-strlen-Prog,0.875207169424445
1383,-std=gnu++0x,String-Processing-Functions-strlen-Prog,0.985282978740808
1384,-finline-small-functions,String-Processing-Functions-strlen-Prog,1.1125162207967931
1385,-fregmove,String-Processing-Functions-strlen-Prog,0.8710899815880022
1386,-fsigned-zeros,String-Processing-Functions-strlen-Prog,0.9601607630665824
1387,-fargument-noalias-anything,String-Processing-Functions-strlen-Prog,0.9946212053652526
1388,-ftree-vect-loop-version,String-Processing-Functions-strlen-Prog,0.9776308559620616
1389,-mfancy-math-387,String-Processing-Functions-strlen-Prog,0.8816845242713613
1390,-finhibit-size-directive,String-Processing-Functions-strlen-Prog,0.9415491884328724
1391,-fvisibility=internal,String-Processing-Functions-strlen-Prog,0.993183570318394
1392,-fstack-check,String-Processing-Functions-strlen-Prog,1.0105125221580074
1393,-pedantic-errors,String-Processing-Functions-strlen-Prog,0.9887096125480488
1394,-fira-verbose=2,String-Processing-Functions-strlen-Prog,0.9723983211824376
1395,-fprofile-use,String-Processing-Functions-strlen-Prog,0.8973372756820702
1396,-fwrapv,String-Processing-Functions-strlen-Prog,1.035798188678726
1397,-fsimd-cost-model=dynamic,String-Processing-Functions-strlen-Prog,0.0
1398,-fexceptions,String-Processing-Functions-strlen-Prog,1.0045199888584777
1399,-msse2avx,String-Processing-Functions-strlen-Prog,0.9623900716756244
1400,-imultiarch,String-Processing-Functions-strlen-Prog,0.0
1401,-ftls-model=initial-exec,String-Processing-Functions-strlen-Prog,1.0174502630758715
1402,-MMD,String-Processing-Functions-strlen-Prog,0.9692902798018188
1403,-fdump-unnumbered-links,String-Processing-Functions-strlen-Prog,1.014434069760881
1404,-ftabstop=1,String-Processing-Functions-strlen-Prog,0.9625038854524663
1405,-fipa-sra,String-Processing-Functions-strlen-Prog,1.031942518031652
1406,-fversion=ident,String-Processing-Functions-strlen-Prog,0.0
1407,-frandom-seed,String-Processing-Functions-strlen-Prog,0.0
1408,-ffp-contract=fast,String-Processing-Functions-strlen-Prog,1.0029851293098064
1409,-fasan-shadow-offset=0,String-Processing-Functions-strlen-Prog,0.0
1410,-iquote,String-Processing-Functions-strlen-Prog,0.0
1411,-fcaller-saves,String-Processing-Functions-strlen-Prog,0.9597399979443328
1412,-fmerge-debug-strings,String-Processing-Functions-strlen-Prog,0.9337149209061052
1413,-gno-pubnames,String-Processing-Functions-strlen-Prog,1.0095707133990826
1414,-fconstexpr-loop-limit=3,String-Processing-Functions-strlen-Prog,0.0
1415,-msse4a,String-Processing-Functions-strlen-Prog,0.9754947574378624
1416,-msoft-float,String-Processing-Functions-strlen-Prog,0.8757652252561413
1417,-ftree-copyrename,String-Processing-Functions-strlen-Prog,0.9913582949669064
1418,-fdata-sections,String-Processing-Functions-strlen-Prog,1.0001486267798887
1419,-fprofile-reorder-functions,String-Processing-Functions-strlen-Prog,0.0
1420,-x,String-Processing-Functions-strlen-Prog,0.0
1421,-fcilkplus,String-Processing-Functions-strlen-Prog,0.0
1422,-fdelayed-branch,String-Processing-Functions-strlen-Prog,0.9894990721428448
1423,-fschedule-insns2,String-Processing-Functions-strlen-Prog,1.0125537573848102
1424,-fmodulo-sched-allow-regmoves,String-Processing-Functions-strlen-Prog,1.025345537780812
1425,-fpredictive-commoning,String-Processing-Functions-strlen-Prog,0.915554974510446
1426,-fssa-backprop,String-Processing-Functions-strlen-Prog,0.0
1427,-mno-fancy-math-387,String-Processing-Functions-strlen-Prog,0.871051556381544
1428,-fgcse-after-reload,String-Processing-Functions-strlen-Prog,1.0272176370561017
1429,-fopt-info,String-Processing-Functions-strlen-Prog,0.9905121061512602
1430,-finline,String-Processing-Functions-strlen-Prog,0.968992416435588
1431,-iwithprefix,String-Processing-Functions-strlen-Prog,0.0
1432,-fpie,String-Processing-Functions-strlen-Prog,1.0299439598193445
1433,-ftree-parallelize-loops=3,String-Processing-Functions-strlen-Prog,0.9321606562451632
1434,--pedantic,String-Processing-Functions-strlen-Prog,0.9974032727375104
1435,-m128bit-long-double,String-Processing-Functions-strlen-Prog,0.9857635518775972
1436,-mtls-direct-seg-refs,String-Processing-Functions-strlen-Prog,0.8959869678734276
1437,-fcf-protection,String-Processing-Functions-strlen-Prog,0.0
1438,-lang-asm,String-Processing-Functions-strlen-Prog,0.0
1439,-fipa-matrix-reorg,String-Processing-Functions-strlen-Prog,0.9820289079971074
1440,-ftree-vectorize,String-Processing-Functions-strlen-Prog,0.8958117196290735
1441,-fdiagnostics-color=auto,String-Processing-Functions-strlen-Prog,0.9075134013162108
1442,-fcommon,String-Processing-Functions-strlen-Prog,0.8784656180352162
1443,-fivopts,String-Processing-Functions-strlen-Prog,0.8573108264016358
1444,-fsched-stalled-insns-dep=1,String-Processing-Functions-strlen-Prog,1.020462832434191
1445,-fdiagnostics-color=never,String-Processing-Functions-strlen-Prog,0.9038396026082584
1446,-mavx512f,String-Processing-Functions-strlen-Prog,0.0
1447,-ftemplate-depth=0,String-Processing-Functions-strlen-Prog,0.9871296127082884
1448,-fpost-ipa-mem-report,String-Processing-Functions-strlen-Prog,0.9606991148607368
1449,-gstatement-frontiers,String-Processing-Functions-strlen-Prog,0.0
1450,-ftree-loop-linear,String-Processing-Functions-strlen-Prog,1.0270126938004325
1451,-fkeep-static-functions,String-Processing-Functions-strlen-Prog,0.0
1452,-fpartial-inlining,String-Processing-Functions-strlen-Prog,0.9844801136386856
1453,-flto-odr-type-merging,String-Processing-Functions-strlen-Prog,0.0
1454,-L,String-Processing-Functions-strlen-Prog,0.0
1455,-fsched-verbose=2,String-Processing-Functions-strlen-Prog,0.9593944814853458
1456,-foptimize-sibling-calls,String-Processing-Functions-strlen-Prog,0.8668260415257384
1457,-quiet,String-Processing-Functions-strlen-Prog,0.0
1458,-fshow-column,String-Processing-Functions-strlen-Prog,1.0077699161096707
1459,-floop-optimize,String-Processing-Functions-strlen-Prog,0.9910051329895982
1460,-fident,String-Processing-Functions-strlen-Prog,1.007266809828674
1461,-fpeel-loops,String-Processing-Functions-strlen-Prog,0.8839607825869988
1462,-fconstexpr-ops-limit=3,String-Processing-Functions-strlen-Prog,0.0
1463,-fdiagnostics-parseable-fixits,String-Processing-Functions-strlen-Prog,0.0
1464,-fstrict-volatile-bitfields,String-Processing-Functions-strlen-Prog,1.0635871734285542
1465,-finit-real=zero,String-Processing-Functions-strlen-Prog,0.915772843801223
1466,-ffunction-sections,String-Processing-Functions-strlen-Prog,0.963524797682174
1467,-falign-jumps,String-Processing-Functions-strlen-Prog,0.9917141582180828
1468,-fstrict-enums,String-Processing-Functions-strlen-Prog,0.972459554789848
1469,-fbtr-bb-exclusive,String-Processing-Functions-strlen-Prog,1.007706684201632
1470,-fassociative-math,String-Processing-Functions-strlen-Prog,1.027107272832697
1471,-fallow-leading-underscore,String-Processing-Functions-strlen-Prog,0.9312619689867464
1472,-fenable-,String-Processing-Functions-strlen-Prog,0.0
1473,-mcldemote,String-Processing-Functions-strlen-Prog,0.0
1474,-m64,String-Processing-Functions-strlen-Prog,1.0309550647867844
1475,--include-with-prefix,String-Processing-Functions-strlen-Prog,0.0
1476,-fstack-check=generic,String-Processing-Functions-strlen-Prog,0.8460569161653935
1477,--include-directory-after,String-Processing-Functions-strlen-Prog,0.0
1478,-mlong-double-64,String-Processing-Functions-strlen-Prog,0.9887672361851944
1479,-mlarge-data-threshold=2,String-Processing-Functions-strlen-Prog,0.9973595026028232
