,flag,program,value
20777,-fpartial-inlining,Arrays-Array-in-Functions-Prog,1.1718548394896944
20778,-flto-odr-type-merging,Arrays-Array-in-Functions-Prog,0.0
20779,-L,Arrays-Array-in-Functions-Prog,0.0
20780,-fsched-verbose=2,Arrays-Array-in-Functions-Prog,1.036994146430812
20781,-foptimize-sibling-calls,Arrays-Array-in-Functions-Prog,1.2137841560848548
20782,-quiet,Arrays-Array-in-Functions-Prog,0.0
20783,-fshow-column,Arrays-Array-in-Functions-Prog,1.1916236041143344
20784,-floop-optimize,Arrays-Array-in-Functions-Prog,1.0152237177612555
20785,-fident,Arrays-Array-in-Functions-Prog,1.1997526362852269
20786,-fpeel-loops,Arrays-Array-in-Functions-Prog,1.0996050178704002
20787,-fconstexpr-ops-limit=3,Arrays-Array-in-Functions-Prog,0.0
20788,-fdiagnostics-parseable-fixits,Arrays-Array-in-Functions-Prog,0.0
20789,-fstrict-volatile-bitfields,Arrays-Array-in-Functions-Prog,1.1761538319656817
20790,-finit-real=zero,Arrays-Array-in-Functions-Prog,0.9942457661821414
20791,-ffunction-sections,Arrays-Array-in-Functions-Prog,1.160406669923091
20792,-falign-jumps,Arrays-Array-in-Functions-Prog,1.1850429975429977
20793,-fstrict-enums,Arrays-Array-in-Functions-Prog,1.1458585931189982
20794,-fbtr-bb-exclusive,Arrays-Array-in-Functions-Prog,1.1425089066298522
20795,-fassociative-math,Arrays-Array-in-Functions-Prog,1.1827708942664017
20796,-fallow-leading-underscore,Arrays-Array-in-Functions-Prog,1.1779823667589682
20797,-fenable-,Arrays-Array-in-Functions-Prog,0.0
20798,-mcldemote,Arrays-Array-in-Functions-Prog,0.0
20799,-m64,Arrays-Array-in-Functions-Prog,1.1678392589486672
20800,--include-with-prefix,Arrays-Array-in-Functions-Prog,0.0
20801,-fstack-check=generic,Arrays-Array-in-Functions-Prog,1.010566343676417
20802,--include-directory-after,Arrays-Array-in-Functions-Prog,0.0
20803,-mlong-double-64,Arrays-Array-in-Functions-Prog,1.1848332379848714
20804,-mlarge-data-threshold=2,Arrays-Array-in-Functions-Prog,1.0747186286963248
20805,-mavx512vpopcntdq,Arrays-Array-in-Functions-Prog,0.0
20806,-funsafe-loop-optimizations,Arrays-Array-in-Functions-Prog,1.209460909634507
20807,-fpeephole2,Arrays-Array-in-Functions-Prog,1.1892468368719142
20808,-flto,Arrays-Array-in-Functions-Prog,0.994439989395433
20809,-fsched-stalled-insns=1,Arrays-Array-in-Functions-Prog,1.2047261554371174
20810,-fgraphite,Arrays-Array-in-Functions-Prog,1.1716191308754105
20811,-fipa-vrp,Arrays-Array-in-Functions-Prog,0.0
20812,-mavx512pf,Arrays-Array-in-Functions-Prog,0.0
20813,-ftree-dce,Arrays-Array-in-Functions-Prog,1.1558302423909397
20814,-fcode-hoisting,Arrays-Array-in-Functions-Prog,0.0
20815,-mfp-ret-in-387,Arrays-Array-in-Functions-Prog,1.021243865721034
20816,-flive-patching=inline-clone,Arrays-Array-in-Functions-Prog,0.0
20817,-ftree-store-copy-prop,Arrays-Array-in-Functions-Prog,1.1706976052070128
20818,-fvar-tracking-assignments,Arrays-Array-in-Functions-Prog,1.1207190323607117
20819,-ftemplate-depth=3,Arrays-Array-in-Functions-Prog,1.204341745187132
20820,-fkeep-static-consts,Arrays-Array-in-Functions-Prog,1.1757577698460298
20821,-ffp-contract=off,Arrays-Array-in-Functions-Prog,1.1882705787622094
20822,-fstack-protector-strong,Arrays-Array-in-Functions-Prog,1.1529693336188234
20823,-mstv,Arrays-Array-in-Functions-Prog,0.0
20824,-fdebug=ident,Arrays-Array-in-Functions-Prog,0.0
20825,-frtti,Arrays-Array-in-Functions-Prog,1.1728485770764
20826,--include-directory,Arrays-Array-in-Functions-Prog,0.0
20827,-mskip-rax-setup,Arrays-Array-in-Functions-Prog,0.0
20828,-mmanual-endbr,Arrays-Array-in-Functions-Prog,0.0
20829,-fipa-icf-variables,Arrays-Array-in-Functions-Prog,0.0
20830,-ftree-cselim,Arrays-Array-in-Functions-Prog,1.0245159511811917
20831,-MQ,Arrays-Array-in-Functions-Prog,0.0
20832,-fgnat-encodings=all,Arrays-Array-in-Functions-Prog,0.0
20833,-O2,Arrays-Array-in-Functions-Prog,1.0866226123018583
20834,-ftree-sink,Arrays-Array-in-Functions-Prog,1.1648301886792454
20835,-fsimd-cost-model=cheap,Arrays-Array-in-Functions-Prog,0.0
20836,-mpcommit,Arrays-Array-in-Functions-Prog,0.0
20837,-fexcess-precision=standard,Arrays-Array-in-Functions-Prog,0.0
20838,-fmove-loop-invariants,Arrays-Array-in-Functions-Prog,1.2085416032837744
20839,-ftree-reassoc,Arrays-Array-in-Functions-Prog,1.2125014135870489
20840,-floop-interchange,Arrays-Array-in-Functions-Prog,1.0377500222698837
20841,-isystem,Arrays-Array-in-Functions-Prog,0.0
20842,-fdelete-dead-exceptions,Arrays-Array-in-Functions-Prog,1.1719670610403845
20843,-mmwaitx,Arrays-Array-in-Functions-Prog,0.0
20844,-momit-leaf-frame-pointer,Arrays-Array-in-Functions-Prog,1.198921576291699
20845,-mwbnoinvd,Arrays-Array-in-Functions-Prog,0.0
20846,-malign-stringops,Arrays-Array-in-Functions-Prog,1.2186983855554998
20847,-ftree-loop-ivcanon,Arrays-Array-in-Functions-Prog,1.1934559195096028
20848,-fsee,Arrays-Array-in-Functions-Prog,1.1811243390369828
20849,-ftree-store-ccp,Arrays-Array-in-Functions-Prog,1.1586067674464862
20850,-fvisibility=protected,Arrays-Array-in-Functions-Prog,1.1917443330202089
20851,-gpubnames,Arrays-Array-in-Functions-Prog,1.1282373866239548
20852,--include-with-prefix-before,Arrays-Array-in-Functions-Prog,0.0
20853,-funconstrained-commons,Arrays-Array-in-Functions-Prog,0.0
20854,-dumpdir,Arrays-Array-in-Functions-Prog,0.0
20855,-ftree-parallelize-loops=1,Arrays-Array-in-Functions-Prog,1.164840267816282
20856,-frecord-gcc-switches,Arrays-Array-in-Functions-Prog,1.0894532721751586
20857,-fsanitize-undefined-trap-on-error,Arrays-Array-in-Functions-Prog,0.0
20858,-v,Arrays-Array-in-Functions-Prog,1.001455602872522
20859,-mpconfig,Arrays-Array-in-Functions-Prog,0.0
20860,-fprofile-report,Arrays-Array-in-Functions-Prog,1.1408575106334296
20861,-mbionic,Arrays-Array-in-Functions-Prog,0.0
20862,-ftree-salias,Arrays-Array-in-Functions-Prog,1.202163274539999
20863,-mlong-double-80,Arrays-Array-in-Functions-Prog,1.1829949402140694
20864,-mrecord-return,Arrays-Array-in-Functions-Prog,0.0
20865,-mptwrite,Arrays-Array-in-Functions-Prog,0.0
20866,-MF,Arrays-Array-in-Functions-Prog,0.0
20867,-funroll-all-loops,Arrays-Array-in-Functions-Prog,1.192334263658659
20868,-fzee,Arrays-Array-in-Functions-Prog,0.9979235476776844
20869,-fleading-underscore,Arrays-Array-in-Functions-Prog,0.0
20870,-fpeephole,Arrays-Array-in-Functions-Prog,1.2041993002822724
20871,-Xf,Maximum-Prog,0.0
20872,-fselective-scheduling2,Maximum-Prog,0.9821619072999732
20873,-fgnat-encodings=minimal,Maximum-Prog,0.0
20874,-fsplit-paths,Maximum-Prog,0.0
20875,-mfma,Maximum-Prog,0.9958528682803454
20876,-fdump-internal-locations,Maximum-Prog,0.0
20877,--include,Maximum-Prog,0.0
20878,-mlzcnt,Maximum-Prog,0.9932532110685152
20879,-mxsaveopt,Maximum-Prog,0.9856972507943456
20880,-ftree-pta,Maximum-Prog,0.9199194494174138
20881,-maes,Maximum-Prog,0.9423743562226694
20882,-mred-zone,Maximum-Prog,1.0014832813125785
20883,-fsplit-loops,Maximum-Prog,0.0
20884,-ftoplevel-reorder,Maximum-Prog,0.8641945112435307
20885,-fbranch-probabilities,Maximum-Prog,0.8431266409973039
20886,-fcx-limited-range,Maximum-Prog,0.884553322250917
20887,-gcolumn-info,Maximum-Prog,0.0
20888,-mlong-double-128,Maximum-Prog,0.0
20889,-fzero-initialized-in-bss,Maximum-Prog,0.9777906034154108
20890,-fstack-check=specific,Maximum-Prog,0.8977130921036359
20891,-fira-loop-pressure,Maximum-Prog,0.9880308278361204
20892,-fssa-phiopt,Maximum-Prog,0.0
20893,-mfentry,Maximum-Prog,0.8847107816488607
20894,-m16,Maximum-Prog,0.0
20895,-fasan-shadow-offset=1,Maximum-Prog,0.0
20896,-mms-bitfields,Maximum-Prog,1.228151790850263
20897,-mintel-syntax,Maximum-Prog,1.0103662476528534
20898,-finit-logical=false,Maximum-Prog,0.88740211150213
20899,-fschedule-fusion,Maximum-Prog,0.0
20900,-ftree-slsr,Maximum-Prog,0.9925651112125778
20901,-fpack-struct=1,Maximum-Prog,0.8829577219758444
20902,--dumpbase,Maximum-Prog,0.0
20903,-mavx512vbmi,Maximum-Prog,0.0
20904,-ftree-dse,Maximum-Prog,0.9852132185288398
20905,-fstack-reuse=named_vars,Maximum-Prog,0.915428919938919
20906,-fsched-spec-load-dangerous,Maximum-Prog,0.8557457020563971
20907,-mno-sse4,Maximum-Prog,0.9570186126969036
20908,-ftree-fre,Maximum-Prog,0.8829043524154777
20909,-fsched-spec-insn-heuristic,Maximum-Prog,1.011263645804311
20910,-finstrument-functions,Maximum-Prog,0.8796364159786614
20911,-gstabs+,Maximum-Prog,0.9892115682248764
20912,-fgcse-las,Maximum-Prog,0.8678085094821496
20913,-fvisibility=private,Maximum-Prog,0.0
20914,-fdiagnostics-color=always,Maximum-Prog,0.9874915803957812
20915,-fversion,Maximum-Prog,0.0
20916,-fvar-tracking,Maximum-Prog,1.0131677781499635
20917,-fsched-verbose=3,Maximum-Prog,0.9947124000737456
20918,-mprfchw,Maximum-Prog,0.9983987556806246
20919,--assert,Maximum-Prog,0.0
20920,-fgnu-tm,Maximum-Prog,0.9870610941167164
20921,-mavx512bw,Maximum-Prog,0.0
20922,-gvms,Maximum-Prog,0.0
20923,-fsemantic-interposition,Maximum-Prog,0.0
20924,-fprofile-values,Maximum-Prog,1.0156988547035508
20925,-fbounds-check,Maximum-Prog,0.9242702039493482
20926,-mavx512vbmi2,Maximum-Prog,0.0
20927,-msahf,Maximum-Prog,0.9089357575242472
20928,-gas-loc-support,Maximum-Prog,0.0
20929,-fmessage-length=3,Maximum-Prog,0.992806166853164
20930,-fira-verbose=3,Maximum-Prog,0.9608109896721146
20931,-fmerge-all-constants,Maximum-Prog,1.0017571738021358
20932,--dump,Maximum-Prog,0.0
20933,-fhandle-exceptions,Maximum-Prog,0.8590741455311713
20934,-msseregparm,Maximum-Prog,0.9843582039506772
20935,-free,Maximum-Prog,0.968102286063451
20936,-ftree-dominator-opts,Maximum-Prog,1.1094869077745626
20937,-fmath-errno,Maximum-Prog,1.0083580069083202
20938,-fsave-optimization-record,Maximum-Prog,0.0
20939,-mforce-indirect-call,Maximum-Prog,0.0
20940,-mrdseed,Maximum-Prog,0.886611895454542
20941,-fmax-errors=2,Maximum-Prog,0.8527846463720176
20942,-finline-atomics,Maximum-Prog,1.0002922948570303
20943,-mfused-madd,Maximum-Prog,1.0161236548421442
20944,-fsched-stalled-insns-dep=2,Maximum-Prog,0.8873771288528273
20945,-mavx512vnni,Maximum-Prog,0.0
20946,-fchecking,Maximum-Prog,0.0
20947,-fgo-debug-escape,Maximum-Prog,0.0
20948,-mcrc32,Maximum-Prog,0.9923496588663676
20949,-frerun-loop-opt,Maximum-Prog,1.011564271948301
20950,-fsched-verbose=1,Maximum-Prog,1.004752937031553
20951,-fstack-protector-all,Maximum-Prog,1.035364724655295
20952,-ftree-ch,Maximum-Prog,1.01196082506628
20953,-fexpensive-optimizations,Maximum-Prog,0.858355082963912
20954,-fprofile-update=prefer-atomic,Maximum-Prog,0.0
20955,-frequire-return-statement,Maximum-Prog,0.918457861332356
20956,-fipa-stack-alignment,Maximum-Prog,0.0
20957,-mavx512cd,Maximum-Prog,0.0
20958,-fconstexpr-ops-limit=0,Maximum-Prog,0.0
20959,-ftabstop=2,Maximum-Prog,0.8615917029688156
20960,-mx32,Maximum-Prog,0.0
20961,-flto-compression-level=<number>	Use,Maximum-Prog,0.0
20962,-ftree-partial-pre,Maximum-Prog,0.9858919706875646
20963,-frename-registers,Maximum-Prog,0.9949933460597208
20964,--pedantic-errors,Maximum-Prog,1.0066469893147272
20965,-ftest-coverage,Maximum-Prog,1.0278605172036506
20966,-gcoff1,Maximum-Prog,0.0
20967,-fuse-ld=bfd,Maximum-Prog,0.9926745178640984
20968,-m8bit-idiv,Maximum-Prog,0.8937982569840406
20969,-mrecip,Maximum-Prog,0.8703839214150294
20970,-mmpx,Maximum-Prog,0.0
20971,-std=c++0x,Maximum-Prog,0.8656710269269379
20972,-fgcse-lm,Maximum-Prog,0.9789885882704876
20973,-fmem-report-wpa,Maximum-Prog,0.98164835353965
20974,-ginternal-reset-location-views,Maximum-Prog,0.0
20975,-gdwarf-,Maximum-Prog,0.0
20976,-fsso-struct=native,Maximum-Prog,0.0
20977,-fisolate-erroneous-paths-attribute,Maximum-Prog,0.0
20978,-ffp-int-builtin-inexact,Maximum-Prog,0.0
20979,-freciprocal-math,Maximum-Prog,0.976039277201703
20980,-fvisibility=public,Maximum-Prog,0.0
20981,-ftabstop=3,Maximum-Prog,0.9084924636836932
20982,-fvect-cost-model=cheap,Maximum-Prog,0.0
20983,-mdispatch-scheduler,Maximum-Prog,1.003017163414193
20984,-fkeep-gc-roots-live,Maximum-Prog,0.0
20985,-fstrength-reduce,Maximum-Prog,0.931995661267632
20986,-gxcoff,Maximum-Prog,0.0
20987,-finit-real=nan,Maximum-Prog,0.981987174336868
20988,-finline-limit-,Maximum-Prog,0.0
20989,--undefine-macro,Maximum-Prog,0.0
20990,-mhle,Maximum-Prog,0.8811778848276004
20991,-fira-hoist-pressure,Maximum-Prog,0.931111764102277
20992,-std=gnu++1y,Maximum-Prog,1.0154207299032452
20993,-ftree-loop-distribute-patterns,Maximum-Prog,1.0409543500308955
20994,-mpc32,Maximum-Prog,0.9746327340664276
20995,-fprofile-update=single,Maximum-Prog,0.0
20996,-flive-patching=inline-only-static,Maximum-Prog,0.0
20997,-fcx-fortran-rules,Maximum-Prog,0.8797475420383783
20998,-gvariable-location-views,Maximum-Prog,0.0
20999,-mavx256-split-unaligned-store,Maximum-Prog,0.9874712276003984
21000,-fearly-inlining,Maximum-Prog,0.8349547657985101
21001,-fsyntax-only,Maximum-Prog,0.0
21002,-gcoff3,Maximum-Prog,0.0
21003,-mpush-args,Maximum-Prog,0.8696969564952207
21004,-fselective-scheduling,Maximum-Prog,0.8480299005392179
21005,-fvpt,Maximum-Prog,0.9704451856959172
21006,--write-dependencies,Maximum-Prog,1.0060407583201114
21007,-fstack-reuse=none,Maximum-Prog,0.9741484128023344
21008,-floop-block,Maximum-Prog,0.8529698711612577
21009,-freorder-blocks-and-partition,Maximum-Prog,1.010180484102218
21010,-mrdpid,Maximum-Prog,0.0
21011,-fforce-addr,Maximum-Prog,1.0063281408187768
21012,-fnothrow-opt,Maximum-Prog,0.9765676785613824
21013,-fipa-cp-clone,Maximum-Prog,0.9988633463816388
21014,-fsched-critical-path-heuristic,Maximum-Prog,0.9787214049216708
21015,-mcx16,Maximum-Prog,1.0157600109227798
21016,-ftree-pre,Maximum-Prog,0.9854101793081887
21017,-mglibc,Maximum-Prog,0.8820253347255993
21018,-mbmi2,Maximum-Prog,0.9929938270069688
21019,-fdbg-cnt-list,Maximum-Prog,0.9081797296170204
21020,-ftree-loop-im,Maximum-Prog,1.0313706850454518
21021,-gcoff2,Maximum-Prog,0.0
21022,-p,Maximum-Prog,0.9963407837493864
21023,-mieee-fp,Maximum-Prog,0.8491752279847515
21024,-mpku,Maximum-Prog,0.9672821684830228
21025,-minline-stringops-dynamically,Maximum-Prog,0.900607462335305
21026,-mavx,Maximum-Prog,1.0094976662491928
21027,-fassume-phsa,Maximum-Prog,0.0
21028,-fira-region=all,Maximum-Prog,0.8897607437979693
21029,-fexcess-precision=fast,Maximum-Prog,0.9851702704636696
21030,-fcf-protection=check,Maximum-Prog,0.0
21031,-gtoggle,Maximum-Prog,0.9509688954663138
21032,-fstack-check=no,Maximum-Prog,1.11323421981564
21033,-fdevirtualize-speculatively,Maximum-Prog,0.0
21034,-mnop-mcount,Maximum-Prog,0.0
21035,-fsel-sched-pipelining-outer-loops,Maximum-Prog,0.9138162939114312
21036,-ginline-points,Maximum-Prog,0.0
21037,-fsplit-stack,Maximum-Prog,1.000414274080725
21038,-fsched-pressure,Maximum-Prog,0.8723693726698076
21039,--define-macro,Maximum-Prog,0.0
21040,-mforce-drap,Maximum-Prog,1.0208487278287304
21041,-F,Maximum-Prog,0.0
21042,-fdefer-pop,Maximum-Prog,0.9828638809703164
21043,-mavx2,Maximum-Prog,0.936528302948986
21044,-fsync-libcalls,Maximum-Prog,1.0112781605740566
21045,-fbuiltin-,Maximum-Prog,0.0
21046,-fpermitted-flt-eval-methods=ts-18661,Maximum-Prog,0.0
21047,-fthread-jumps,Maximum-Prog,1.0004084250828125
21048,-m3dnowa,Maximum-Prog,0.0
21049,-mstackrealign,Maximum-Prog,0.890849347019435
21050,-fstack-usage,Maximum-Prog,1.0039469868288486
21051,-mssse3,Maximum-Prog,0.92162319795142
21052,-w,Maximum-Prog,0.96802013349594
21053,-imultilib,Maximum-Prog,0.0
21054,-fconstexpr-depth=0,Maximum-Prog,0.98730599396128
21055,-finline-limit=1,Maximum-Prog,1.0284898058719276
21056,-floop-nest-optimize,Maximum-Prog,0.9999231965592058
21057,-fschedule-insns,Maximum-Prog,0.8679701268435209
21058,-fdump-noaddr,Maximum-Prog,0.9099390725659412
21059,-freorder-blocks,Maximum-Prog,0.9401700478966148
21060,-fsched-rank-heuristic,Maximum-Prog,1.003447391878397
21061,-mshstk,Maximum-Prog,0.0
21062,-fbuilding-libphobos-tests,Maximum-Prog,0.0
21063,-msse5,Maximum-Prog,0.8855997462471266
21064,-mstack-arg-probe,Maximum-Prog,0.0
21065,-fvar-tracking-uninit,Maximum-Prog,1.01639698993931
21066,-fpcc-struct-return,Maximum-Prog,0.9683918872375826
21067,-fpack-struct=3,Maximum-Prog,0.0
21068,-auxbase,Maximum-Prog,0.0
21069,-fsched-stalled-insns=3,Maximum-Prog,0.9176908384225876
21070,-fmax-errors=1,Maximum-Prog,0.8825140396662015
21071,-fdump-final-insns=filename,Maximum-Prog,0.9897142583284512
21072,-fdump-go-spec=filename,Maximum-Prog,0.8552153476957964
21073,-ftree-vrp,Maximum-Prog,0.9900496689973376
21074,-mxsavec,Maximum-Prog,0.0
21075,-fuse-ld=gold,Maximum-Prog,1.0022458615983605
21076,-flto-report-wpa,Maximum-Prog,0.0
21077,-fsplit-ivs-in-unroller,Maximum-Prog,0.8634270188988262
21078,-fguess-branch-probability,Maximum-Prog,0.9990149730764868
21079,-falign-functions,Maximum-Prog,0.8696874843437215
21080,-fsso-struct=big-endian,Maximum-Prog,0.0
21081,-fconserve-stack,Maximum-Prog,1.021022769410174
21082,-flimit-function-alignment,Maximum-Prog,0.0
21083,-mpc64,Maximum-Prog,0.9729827867720526
21084,-ftls-model=local-dynamic,Maximum-Prog,1.0230390067620605
21085,-fvisibility=hidden,Maximum-Prog,0.9895425506163515
21086,-ftree-parallelize-loops=2,Maximum-Prog,0.9900103896576208
21087,--dumpdir,Maximum-Prog,0.0
21088,-ffloat-store,Maximum-Prog,1.0222671529196086
21089,-fcrossjumping,Maximum-Prog,1.0277097083080218
21090,-gno-,Maximum-Prog,0.0
21091,-frounding-math,Maximum-Prog,0.9966060656487914
21092,-fsignaling-nans,Maximum-Prog,0.9922247064797702
21093,-flive-range-shrinkage,Maximum-Prog,0.0
21094,-flra-remat,Maximum-Prog,0.0
21095,-fdisable-,Maximum-Prog,0.0
21096,-iwithprefixbefore,Maximum-Prog,0.0
21097,-mrtd,Maximum-Prog,0.8618384413139863
21098,-msse4,Maximum-Prog,0.96017247930585
21099,-ftree-builtin-call-dce,Maximum-Prog,0.9598923881527592
21100,-gcoff,Maximum-Prog,0.0
21101,-madx,Maximum-Prog,1.0165384576214225
21102,-fsection-anchors,Maximum-Prog,0.9993575522239122
21103,-gdwarf,Maximum-Prog,0.0
21104,--no-warnings,Maximum-Prog,0.9479231133277513
21105,-funit-at-a-time,Maximum-Prog,0.9844115988815998
21106,-mlarge-data-threshold=0,Maximum-Prog,0.995932360104202
21107,-mclflushopt,Maximum-Prog,0.0
21108,-fdiagnostics-show-option,Maximum-Prog,0.99282262543206
21109,-mdump-tune-features,Maximum-Prog,0.0
21110,-fconstexpr-depth=3,Maximum-Prog,0.9519771608966192
21111,-fkeep-inline-functions,Maximum-Prog,0.980741690555322
21112,-mgeneral-regs-only,Maximum-Prog,0.0
21113,-fvect-cost-model=dynamic,Maximum-Prog,0.0
21114,-ftabstop=0,Maximum-Prog,1.0043535899927802
21115,-fprofile-generate,Maximum-Prog,0.9858554548477476
21116,-fcprop-registers,Maximum-Prog,0.9112952986280024
21117,-mcall-ms2sysv-xlogues,Maximum-Prog,0.0
21118,-fipa-struct-reorg,Maximum-Prog,1.0842784865358102
21119,-mavx512bitalg,Maximum-Prog,0.0
21120,-fif-conversion2,Maximum-Prog,0.8365876622333477
21121,-fstdarg-opt,Maximum-Prog,0.0
21122,-pedantic,Maximum-Prog,0.8872384349914333
21123,-fdebug-types-section,Maximum-Prog,0.8546441809937315
21124,-O1,Maximum-Prog,0.9084242500085324
21125,-fsched-stalled-insns-dep=3,Maximum-Prog,0.8655696833707304
21126,-gsplit-dwarf,Maximum-Prog,1.017510818428792
21127,-fmessage-length=2,Maximum-Prog,0.8748869660744832
21128,-fipa-bit-cp,Maximum-Prog,0.0
21129,-fmem-report,Maximum-Prog,0.9757331617191828
21130,-fira-algorithm=CB,Maximum-Prog,0.8864504784269378
21131,-fcf-protection=branch,Maximum-Prog,0.0
21132,-finline-limit=3,Maximum-Prog,1.009404084907282
21133,-fmessage-length=0,Maximum-Prog,1.0040176767719102
21134,-finit-real=snan,Maximum-Prog,0.9981566405524076
21135,-fdevirtualize-at-ltrans,Maximum-Prog,0.0
21136,-fconstexpr-loop-limit=0,Maximum-Prog,0.0
21137,-mandroid,Maximum-Prog,0.0
21138,-mrtm,Maximum-Prog,0.9941287053521406
21139,-freorder-blocks-algorithm=stc,Maximum-Prog,0.0
21140,-fwrapv-pointer,Maximum-Prog,0.0
21141,-ftls-model=local-exec,Maximum-Prog,0.8876691192164488
21142,-ftracer,Maximum-Prog,0.992188541924667
21143,-fsched-stalled-insns-dep=0,Maximum-Prog,0.8733903357435153
21144,-fstack-protector,Maximum-Prog,0.8750857536126107
21145,-m3dnow,Maximum-Prog,0.8610206555072007
21146,-mxop,Maximum-Prog,0.8568641646409424
21147,-fstack-reuse=all,Maximum-Prog,0.9876715356033782
21148,-ftree-forwprop,Maximum-Prog,0.9836540948939576
21149,-ffunction-cse,Maximum-Prog,1.0267600128240957
21150,-fdwarf2-cfi-asm,Maximum-Prog,0.95092888105559
21151,-fisolate-erroneous-paths-dereference,Maximum-Prog,0.0
21152,-msse,Maximum-Prog,0.9777060003281408
21153,-fcse-skip-blocks,Maximum-Prog,0.8626764215275315
21154,-gstabs,Maximum-Prog,1.050185308097179
21155,-fstrong-eval-order,Maximum-Prog,0.0
21156,-mavx512vl,Maximum-Prog,0.0
21157,-ftrapping-math,Maximum-Prog,0.9788181820410544
21158,-mno-align-stringops,Maximum-Prog,0.99008976987171
21159,-mvpclmulqdq,Maximum-Prog,0.0
21160,-fPIC,Maximum-Prog,0.8826428047173676
21161,-mprefer-avx128,Maximum-Prog,1.0051070542970666
21162,-ffinite-math-only,Maximum-Prog,0.9498580491673274
21163,-fsched2-use-traces,Maximum-Prog,0.8723198165884608
21164,-fira-algorithm=priority,Maximum-Prog,0.9877269196324754
21165,-funroll-loops,Maximum-Prog,0.9098160422575652
21166,-ftree-phiprop,Maximum-Prog,1.0014271811541855
21167,-mlwp,Maximum-Prog,0.9810300655564764
21168,-fprofile,Maximum-Prog,0.9829267932406348
21169,-fpre-ipa-mem-report,Maximum-Prog,1.0312738925892506
21170,-fcoarray=lib,Maximum-Prog,1.0057155380011489
21171,-fbounds-check=on,Maximum-Prog,0.0
21172,-mvzeroupper,Maximum-Prog,0.888394665052713
21173,-fargument-noalias,Maximum-Prog,1.007947307433055
21174,-m80387,Maximum-Prog,1.0126538293749427
21175,-fsched-verbose=0,Maximum-Prog,0.9807457057560636
21176,-fipa-icf-functions,Maximum-Prog,0.0
21177,-Hf,Maximum-Prog,0.0
21178,-fintrinsic-modules-path,Maximum-Prog,0.0
21179,-msse4.1,Maximum-Prog,1.0031708941067097
21180,-finit-real=-inf,Maximum-Prog,0.8606098708838384
21181,-fsched-stalled-insns=2,Maximum-Prog,0.8830853143883428
21182,-Hd,Maximum-Prog,0.0
21183,-fmax-errors=3,Maximum-Prog,1.00376105249132
21184,-ftree-parallelize-loops=0,Maximum-Prog,0.9941179790481534
21185,-ftree-bit-ccp,Maximum-Prog,0.9918828923800052
21186,-fvariable-expansion-in-unroller,Maximum-Prog,0.847680005435248
21187,-fsanitize-address-use-after-scope,Maximum-Prog,0.0
21188,-fvar-tracking-assignments-toggle,Maximum-Prog,0.8809827998984984
21189,-gxcoff+,Maximum-Prog,0.0
21190,-ftree-switch-conversion,Maximum-Prog,0.9945348249225932
21191,-fipa-reference,Maximum-Prog,1.0093530478514705
21192,-std=gnu++1z,Maximum-Prog,0.0
21193,-fira-verbose=1,Maximum-Prog,0.9997028695622416
21194,-fmerge-constants,Maximum-Prog,0.999549365732268
21195,-fira-share-save-slots,Maximum-Prog,0.8598221880843762
21196,-fdiagnostics-show-location=every-line,Maximum-Prog,1.0190534773553312
21197,-msgx,Maximum-Prog,0.0
21198,-fsched-interblock,Maximum-Prog,0.8538168561984484
21199,-fjump-tables,Maximum-Prog,1.0041329900632188
21200,-mfsgsbase,Maximum-Prog,0.9966765549005004
21201,-ftree-sra,Maximum-Prog,1.0046905707951572
21202,-ftree-coalesce-inlined-vars,Maximum-Prog,0.925771830132446
21203,-ffat-lto-objects,Maximum-Prog,0.9563095362608812
21204,-fipa-pure-const,Maximum-Prog,0.9048180575175444
21205,-fplt,Maximum-Prog,0.0
21206,-fdiagnostics-show-labels,Maximum-Prog,0.0
21207,--all-warnings,Maximum-Prog,0.8692065703680321
21208,-fipa-icf,Maximum-Prog,0.0
21209,-ftime-report-details,Maximum-Prog,0.0
21210,-fvtv-counts,Maximum-Prog,0.0
21211,-ftree-loop-optimize,Maximum-Prog,1.011179126893474
21212,-ftree-lrs,Maximum-Prog,0.8616958365946866
21213,-fgnat-encodings=gdb,Maximum-Prog,0.0
21214,-Ofast,Maximum-Prog,1.0018644263438674
21215,-mlarge-data-threshold=1,Maximum-Prog,0.932939367598538
21216,-ggdb,Maximum-Prog,0.8748326507895814
21217,-ftree-slp-vectorize,Maximum-Prog,0.9935918493300684
21218,-freg-struct-return,Maximum-Prog,0.9861411620577568
21219,-Os,Maximum-Prog,0.8494721343982842
21220,--preprocess,Maximum-Prog,0.0
21221,-fconstexpr-loop-limit=2,Maximum-Prog,0.0
21222,-fsingle-precision-constant,Maximum-Prog,0.9882745783353216
21223,-muclibc,Maximum-Prog,0.0
21224,-fuse-linker-plugin,Maximum-Prog,0.8851749922033543
21225,-fcse-follow-jumps,Maximum-Prog,0.999620271968727
21226,-fpack-struct=0,Maximum-Prog,0.0
21227,--profile,Maximum-Prog,1.0232426420084677
21228,-fsched-stalled-insns-dep,Maximum-Prog,1.0081823155591094
21229,-fPIE,Maximum-Prog,0.8619196851016979
21230,-fvect-cost-model=unlimited,Maximum-Prog,0.0
21231,-finline-functions-called-once,Maximum-Prog,0.9757450847015792
21232,-mno-red-zone,Maximum-Prog,0.967573623973271
21233,-version,Maximum-Prog,0.0
